name,address,city,state,source_url
Mayo Graduate School,200 1st St SW,Rochester,MN,https://databayou.com/usofa/colleges.html
Meridian Technology Center,1312 S Sangre Rd,Stillwater,OK,https://databayou.com/usofa/colleges.html
Waynesville Career Center,400 G. W. Lane,Waynesville,MO,https://databayou.com/usofa/colleges.html
Connecticut Institute of Hair Design,1681 Meriden Rd,Wolcott,CT,https://databayou.com/usofa/colleges.html
Capitol School of Hairstyling and Esthetics,10803 John Galt Blvd.,Omaha,NE,https://databayou.com/usofa/colleges.html
Morris County Vocational School District,400 E Main St,Denville,NJ,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Roosevelt Park,"950 Norton Avenue, Suite D",Roosevelt Park,MI,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Kentwood,"4528 Breton Road, SE",Kentwood,MI,https://databayou.com/usofa/colleges.html
South Florida Bible College and Theological Seminary,1100 S Federal Hwy,Deerfield Beach,FL,https://databayou.com/usofa/colleges.html
Cloyd's Barber School 2 Inc,1311 Winnsboro Rd,Monroe,LA,https://databayou.com/usofa/colleges.html
Universal Technical Institute of Illinois Inc,2611 Corporate West Drive,Lisle,IL,https://databayou.com/usofa/colleges.html
Pennsylvania College of Technology,One College Ave,Williamsport,PA,https://databayou.com/usofa/colleges.html
Commonwealth Institute of Funeral Service,415 Barren Springs Dr,Houston,TX,https://databayou.com/usofa/colleges.html
Delta College of Arts & Technology,7380 Exchange Place,Baton Rouge,LA,https://databayou.com/usofa/colleges.html
InterCoast Colleges-Orange,3745 W. Chapman Avenue  #100,Orange,CA,https://databayou.com/usofa/colleges.html
Stone Child College,8294 Upper Box Elder Road,Box Elder,MT,https://databayou.com/usofa/colleges.html
New York Academy of Art,111 Franklin St,New York,NY,https://databayou.com/usofa/colleges.html
Suffolk County Community College,533 College Rd,Selden,NY,https://databayou.com/usofa/colleges.html
Las Positas College,3000 Campus Hill Drive,Livermore,CA,https://databayou.com/usofa/colleges.html
Blades School of Hair Design,22576-316 MacArthur Blvd,California,MD,https://databayou.com/usofa/colleges.html
Ogeechee Technical College,One Joseph E. Kennedy Blvd,Statesboro,GA,https://databayou.com/usofa/colleges.html
Remington College-Mobile Campus,828 Downtowner Loop W,Mobile,AL,https://databayou.com/usofa/colleges.html
Everest College-Aurora,14280 East Jewell Ave,Aurora,CO,https://databayou.com/usofa/colleges.html
Southern Technical College,1685 Medical Lane,Fort Myers,FL,https://databayou.com/usofa/colleges.html
Mercy-St Luke's School of Radiologic Technology,1026 A Ave NE,Cedar Rapids,IA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Norwood,"333 Providence Highway, Rte 1",Norwood,MA,https://databayou.com/usofa/colleges.html
Southwest Acupuncture College-Santa Fe,1622 Galisteo Street,Santa Fe,NM,https://databayou.com/usofa/colleges.html
Northwest Technology Center-Alva,1801 S 11th St,Alva,OK,https://databayou.com/usofa/colleges.html
Mercer County Career Center,776 Greenville Rd,Mercer,PA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Knoxville,9123 Executive Park Drive,Knoxville,TN,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Austin,"6330 Highway 290 East, Ste 150",Austin,TX,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Houston North,15651 North Freeway,Houston,TX,https://databayou.com/usofa/colleges.html
California State University-San Marcos,333 S Twin Oaks Valley Rd,San Marcos,CA,https://databayou.com/usofa/colleges.html
Argosy University-Hawaii,"1001 Bishop Street, Suite 400",Honolulu,HI,https://databayou.com/usofa/colleges.html
Baptist Theological Seminary at Richmond,8040 Villa Park Drive,Henrico,VA,https://databayou.com/usofa/colleges.html
Brightwood College-Modesto,5172 Kiernan Court,Salida,CA,https://databayou.com/usofa/colleges.html
Kaplan University-Des Moines Campus,4655 121st Street,Urbandale,IA,https://databayou.com/usofa/colleges.html
Hairmasters Institute of Cosmetology,506 S McClun St,Bloomington,IL,https://databayou.com/usofa/colleges.html
Tricoci University of Beauty Cuture LLC-Bloomington,1681 N. College Ave,Bloomington,IN,https://databayou.com/usofa/colleges.html
Pinnacle Career Institute-Lawrence,"1601 W 23rd Street, Suite 200",Lawrence,KS,https://databayou.com/usofa/colleges.html
Interactive College of Technology-Newport,76 Carothers Road,Newport,KY,https://databayou.com/usofa/colleges.html
Career Technical College-Monroe,2319 Louisville Ave,Monroe,LA,https://databayou.com/usofa/colleges.html
Empire Beauty School-Lowell,231 Central St,Lowell,MA,https://databayou.com/usofa/colleges.html
Ross Medical Education Center-Taylor,22311 Eureka Road,Taylor,MI,https://databayou.com/usofa/colleges.html
McNally Smith College of Music,19 Exchange Street East,Saint Paul,MN,https://databayou.com/usofa/colleges.html
National Tractor Trailer School Inc-Liverpool,4650 Buckley Rd,Liverpool,NY,https://databayou.com/usofa/colleges.html
Interactive College of Technology,6200 Hillcroft Ave Ste 200,Houston,TX,https://databayou.com/usofa/colleges.html
Star Career AcademydBrick,150 Brick Boulevard,Brick,NJ,https://databayou.com/usofa/colleges.html
New Castle Beauty Academy,314 E Washington St,New Castle,PA,https://databayou.com/usofa/colleges.html
NorthWest Arkansas Community College,One College Drive,Bentonville,AR,https://databayou.com/usofa/colleges.html
Madera Beauty College,325 N Gateway Drive,Madera,CA,https://databayou.com/usofa/colleges.html
Colorado Heights University,3001 S Federal Blvd,Denver,CO,https://databayou.com/usofa/colleges.html
Brewster Technical College,2222 N Tampa St,Tampa,FL,https://databayou.com/usofa/colleges.html
Hodges University,2655 Northbrooke Drive,Naples,FL,https://databayou.com/usofa/colleges.html
Everest University-Lakeland,995 E Memorial Blvd Suite110,Lakeland,FL,https://databayou.com/usofa/colleges.html
Argosy University-Atlanta,"980 Hammond Drive, Building 2, Suite 100",Atlanta,GA,https://databayou.com/usofa/colleges.html
University of St Augustine for Health Sciences,700 Windy Point Drive,San Marcos,CA,https://databayou.com/usofa/colleges.html
Capital Area School of Practical Nursing,2201 Toronto Rd,Springfield,IL,https://databayou.com/usofa/colleges.html
Hair Professionals Career College,10321 S Roberts Rd,Palos Hills,IL,https://databayou.com/usofa/colleges.html
Alexandria School of Scientific Therapeutics,809 S Harrison St,Alexandria,IN,https://databayou.com/usofa/colleges.html
Empire Beauty School-Bloomfield,15 Ward Street,Bloomfield,NJ,https://databayou.com/usofa/colleges.html
Southwest Technology Center,711 W. Tamarack,Altus,OK,https://databayou.com/usofa/colleges.html
Western Area Career & Technology Center,688 Western Avenue,Canonsburg,PA,https://databayou.com/usofa/colleges.html
Daymar Institute-Clarksville,2691 Trenton Road,Clarksville,TN,https://databayou.com/usofa/colleges.html
Nossi College of Art,590 Cheron Rd,Madison,TN,https://databayou.com/usofa/colleges.html
Seguin Beauty School-New Braunfels,214 W San Antonio Street,New Braunfels,TX,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Norfolk,"5425 Robin Hood Road, Suite 100",Norfolk,VA,https://databayou.com/usofa/colleges.html
Pima Medical Institute-Seattle,9709 Third Ave NE Suite 400,Seattle,WA,https://databayou.com/usofa/colleges.html
Mineral County Vocational Technical Center,600 Harley O Staggers Sr Dr,Keyser,WV,https://databayou.com/usofa/colleges.html
Hypnosis Motivation Institute,18607 Ventura Blvd Ste 310,Tarzana,CA,https://databayou.com/usofa/colleges.html
Los Angeles ORT College-Los Angeles Campus,6435 Wilshire Boulevard,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Everest College-West Los Angeles,3000 S Robertson Blvd #300,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Thanh Le College School of Cosmetology,12875 chapman ave,Garden Grove,CA,https://databayou.com/usofa/colleges.html
Southeastern Technical College,3001 E First St,Vidalia,GA,https://databayou.com/usofa/colleges.html
Massachusetts School of Law,500 Federal St Woodland Park,Andover,MA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Albuquerque,5100 Masthead N.E.,Albuquerque,NM,https://databayou.com/usofa/colleges.html
Community Services Division-Alliance City,500 Glamorgan St.,Alliance,OH,https://databayou.com/usofa/colleges.html
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,9751 Delegates Dr,Orlando,FL,https://databayou.com/usofa/colleges.html
Erwin Technical College,2010 E. Hillsborough Avenue,Tampa,FL,https://databayou.com/usofa/colleges.html
Rosel School of Cosmetology,2444 W Devon Avenue,Chicago,IL,https://databayou.com/usofa/colleges.html
Worsham College of Mortuary Science,495 Northgate Pkwy,Wheeling,IL,https://databayou.com/usofa/colleges.html
Bryan University,4255 Nature Center Way,Springfield,MO,https://databayou.com/usofa/colleges.html
Oregon College of Oriental Medicine,75 NW Couch,Portland,OR,https://databayou.com/usofa/colleges.html
Central Pennsylvania Institute of Science and Technology,540 N Harrison Rd,Pleasant Gap,PA,https://databayou.com/usofa/colleges.html
Northwest Educational Center,2910 Antoine B-100,Houston,TX,https://databayou.com/usofa/colleges.html
Sebring Career Schools-Houston,6672 Hwy 06 S,Houston,TX,https://databayou.com/usofa/colleges.html
PCI Health Training Center,8101 John Carpenter Fwy,Dallas,TX,https://databayou.com/usofa/colleges.html
Windham Memorial Hospital-Radiologic Technology Program,112 Mansfield Avenue,Willimantic,CT,https://databayou.com/usofa/colleges.html
Bethel Seminary of the East,M,Landover,MD,https://databayou.com/usofa/colleges.html
Miami-Jacobs Career College-Columbus,150 E. Gay St.,Columbus,OH,https://databayou.com/usofa/colleges.html
Bryant & Stratton College-Eastlake,35350 Curtis Blvd.,Eastlake,OH,https://databayou.com/usofa/colleges.html
Hamrick School,1156 Medina Rd,Medina,OH,https://databayou.com/usofa/colleges.html
Alabama State College of Barber Styling,753 Main Street,Gardendale,AL,https://databayou.com/usofa/colleges.html
Fortis College-Mobile,7033 Airport Blvd.,Mobile,AL,https://databayou.com/usofa/colleges.html
Arkansas Beauty School,1061 Markham St,Conway,AR,https://databayou.com/usofa/colleges.html
Everest College-Ontario,1460 S. Milliken Ave,Ontario,CA,https://databayou.com/usofa/colleges.html
Downey Adult School,12340 Woodruff Ave,Downey,CA,https://databayou.com/usofa/colleges.html
Heald College-Stockton,1605 E March Ln,Stockton,CA,https://databayou.com/usofa/colleges.html
Heald College-Hayward,25500 Industrial Blvd.,Hayward,CA,https://databayou.com/usofa/colleges.html
CRU Institute,11889 Valley View St Suite C,Garden Grove,CA,https://databayou.com/usofa/colleges.html
Modern Technology School,"16560 Harbor Blvd., Units K-Q",Fountain Valley,CA,https://databayou.com/usofa/colleges.html
National Career Education,"11080 White Rock Rd., Suite 100",Rancho Cordova,CA,https://databayou.com/usofa/colleges.html
Everest College-Anaheim,"511 North Brookhurst St., Suite 300",Anaheim,CA,https://databayou.com/usofa/colleges.html
Thuy Princess Beauty College,252 E Second St,Pomona,CA,https://databayou.com/usofa/colleges.html
North-West College-Glendale,221 North Brand,Glendale,CA,https://databayou.com/usofa/colleges.html
Everest College-City of Industry,12801 Crossroads Parkway South,City of Industry,CA,https://databayou.com/usofa/colleges.html
Fremont College,18000 Studebaker Road Suite 900A,Cerritos,CA,https://databayou.com/usofa/colleges.html
Pomona Unified School District Adult and Career Education,1515 W Mission Blvd,Pomona,CA,https://databayou.com/usofa/colleges.html
Universal College of Beauty Inc-Los Angeles 2,3419 W 43rd Place,Los Angeles,CA,https://databayou.com/usofa/colleges.html
IBMC College,3842 South Mason Street,Fort Collins,CO,https://databayou.com/usofa/colleges.html
Xenon International Academy-Denver,2231 S Peoria,Aurora,CO,https://databayou.com/usofa/colleges.html
Academy of Cosmetology,2088 N. Courtenay Parkway,Merritt Island,FL,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Lake Mary,1400 South International Parkway,Lake Mary,FL,https://databayou.com/usofa/colleges.html
Sunstate Academy,2525 Drew St,Clearwater,FL,https://databayou.com/usofa/colleges.html
Heritage Institute-Jacksonville,"4130 Salibury Road North, Suite 1100",Jacksonville,FL,https://databayou.com/usofa/colleges.html
Fortis College-Smyrna,2108 Cobb Parkway,Smyrna,GA,https://databayou.com/usofa/colleges.html
Remington College-Honolulu Campus,1111 Bishop St Ste 400,Honolulu,HI,https://databayou.com/usofa/colleges.html
Vatterott College-Des Moines,7000 Fleur Drive,Des Moines,IA,https://databayou.com/usofa/colleges.html
Brown Mackie College-Quad Cities,2119 Kimberly Rd.,Bettendorf,IA,https://databayou.com/usofa/colleges.html
Pivot Point Academy-Bloomingdale,144C East Lake Street,Bloomingdale,IL,https://databayou.com/usofa/colleges.html
Blalock's Professional Beauty College,8101 Kingston Rd Ste 103,Shreveport,LA,https://databayou.com/usofa/colleges.html
Diesel Driving Academy-Baton Rouge,8067 Airline Hwy,Baton Rouge,LA,https://databayou.com/usofa/colleges.html
Jonesville Beauty School,208 Westside Drive,Vidalia,LA,https://databayou.com/usofa/colleges.html
New England Hair Academy,492-500 Main St,Malden,MA,https://databayou.com/usofa/colleges.html
Rob Roy Academy-Worcester,150 Pleasant St,Worcester,MA,https://databayou.com/usofa/colleges.html
Upper Cape Cod Regional Technical School,220 Sandwich Road,Bourne,MA,https://databayou.com/usofa/colleges.html
All-State Career-Baltimore,2200 Broening Hwy Ste 160,Baltimore,MD,https://databayou.com/usofa/colleges.html
New England School of Communications,1 College Circle,Bangor,ME,https://databayou.com/usofa/colleges.html
Everest Institute-Kalamazoo,5177 W Main,Kalamazoo,MI,https://databayou.com/usofa/colleges.html
Adler Graduate School,1550 East 78th Street,Richfield,MN,https://databayou.com/usofa/colleges.html
Academy of Hair Design-Jackson,1815 Terry Rd,Jackson,MS,https://databayou.com/usofa/colleges.html
KC's School of Hair Design,187 HWY 15N,Pontotoc,MS,https://databayou.com/usofa/colleges.html
Mitchells Hairstyling Academy-Goldsboro,1021 N Spence Ave,Goldsboro,NC,https://databayou.com/usofa/colleges.html
Lincoln Technical Institute-Moorestown,308 Route 38 W,Moorestown,NJ,https://databayou.com/usofa/colleges.html
Monmouth County Vocational School District,4000 Kozloski Rd,Freehold,NJ,https://databayou.com/usofa/colleges.html
Brightwood College-Las Vegas,3535 W. Sahara Avenue,Las Vegas,NV,https://databayou.com/usofa/colleges.html
Beauty School of Middletown,225 Dolson Ave,Middletown,NY,https://databayou.com/usofa/colleges.html
Bryant & Stratton College-Southtowns,Sterling Park - 200 Redtail Rd.,Orchard Park,NY,https://databayou.com/usofa/colleges.html
Continental School of Beauty Culture-Olean,517 N Barry St,Olean,NY,https://databayou.com/usofa/colleges.html
National Tractor Trailer School Inc-Buffalo,175 Katherine St,Buffalo,NY,https://databayou.com/usofa/colleges.html
Yeshiva Gedolah Imrei Yosef D'spinka,1466 56th St,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Cleveland Institute of Dental-Medical Assistants-Mentor,5733 Hopkins Rd,Mentor,OH,https://databayou.com/usofa/colleges.html
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,5564 Mayfield Rd,Lyndhurst,OH,https://databayou.com/usofa/colleges.html
Knox County Career Center,306 Martinsburg Rd,Mount Vernon,OH,https://databayou.com/usofa/colleges.html
Madison Adult Career Center,600 Esley Ln,Mansfield,OH,https://databayou.com/usofa/colleges.html
Remington College-Cleveland Campus,14445 Broadway Ave,Cleveland,OH,https://databayou.com/usofa/colleges.html
Brown Mackie College-Findlay,"1700 Fostoria Ave, Suite 100",Findlay,OH,https://databayou.com/usofa/colleges.html
Toledo Academy of Beauty Culture-East,3341 NAVARRE AVE.,OREGON,OH,https://databayou.com/usofa/colleges.html
U S Grant Joint Vocational School,718 West Plane Street,Bethel,OH,https://databayou.com/usofa/colleges.html
CC's Cosmetology College,8138 E 21st Street,Tulsa,OK,https://databayou.com/usofa/colleges.html
Chisholm Trail Technology Center,State Highway 33,Omega,OK,https://databayou.com/usofa/colleges.html
Gordon Cooper Technology Center,1 John C Bruton Blvd,Shawnee,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Atoka,1301 West Liberty Road,Atoka,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Durant,810 Waldron Rd,Durant,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Hugo,107 S 15th,Hugo,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-McAlester,301 Kiamichi Dr,McAlester,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Idabel,3205 Lincoln Road NE,Idabel,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Poteau,1509 S McKenna,Poteau,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Spiro,610 SW 3rd,Spiro,OK,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Talihina,13739 SE 202nd Road,Talihina,OK,https://databayou.com/usofa/colleges.html
Le Cordon Bleu College of Culinary Arts-Portland,"600 SW 10th Avenue, Suite 500",Portland,OR,https://databayou.com/usofa/colleges.html
YTI Career Institute-Altoona,2900 Fairway Dr,Altoona,PA,https://databayou.com/usofa/colleges.html
Eastern Center for Arts and Technology,3075 Terwood Rd,Willow Grove,PA,https://databayou.com/usofa/colleges.html
Empire Beauty School-Center City Philadelphia,1522 Chestnut St,Philadelphia,PA,https://databayou.com/usofa/colleges.html
Centro de Estudios Multidisciplinarios-Humacao,8 Dr Vidal St,Humacao,PR,https://databayou.com/usofa/colleges.html
Colegio Mayor de Tecnologia Inc,"151, Morse Street",Arroyo,PR,https://databayou.com/usofa/colleges.html
Institucion Chaviano de Mayaguez,Calle Ramos Antonini 116 Este,Mayaguez,PR,https://databayou.com/usofa/colleges.html
EDIC College,ANGORA INDUSTRIAL PARK BUILDING G ANGORA AVENUE,Caguas,PR,https://databayou.com/usofa/colleges.html
Liceo de Arte-Dise-O y Comercio,42-49 Acosta St,Caguas,PR,https://databayou.com/usofa/colleges.html
Universal Technology College of Puerto Rico,111 Comercio St,Aguadilla,PR,https://databayou.com/usofa/colleges.html
Academy of Hair Technology,3715 E North St Ste F,Greenville,SC,https://databayou.com/usofa/colleges.html
Mr Wayne's School of Unisex Hair Design,170 S Willow Ave,Cookeville,TN,https://databayou.com/usofa/colleges.html
The Center for Cosmetology Education,4682 Spottswood Avenue,Memphis,TN,https://databayou.com/usofa/colleges.html
Queen City College,1594 Fort Campbell Blvd,Clarksville,TN,https://databayou.com/usofa/colleges.html
College of the Marshall Islands,Oceanside Uliga - PO Box 1258,Majuro,MH,https://databayou.com/usofa/colleges.html
Lighthouse Career Institute,9400 N. Central Expressway #200,Dallas,TX,https://databayou.com/usofa/colleges.html
American National College,1611 Spencer Hwy Suite E,South Houston,TX,https://databayou.com/usofa/colleges.html
ITT Technical Institute-San Antonio,5700 Northwest Pky,San Antonio,TX,https://databayou.com/usofa/colleges.html
Remington College-Fort Worth Campus,300 E. Loop 820,Fort Worth,TX,https://databayou.com/usofa/colleges.html
University of Cosmetology Arts & Sciences-San Antonio Jamar,2423 Jamar,San Antonio,TX,https://databayou.com/usofa/colleges.html
School of Automotive Machinists,1911 Antoine,Houston,TX,https://databayou.com/usofa/colleges.html
SW School of Business and Technical Careers-Cosmetology,2402 San Pedro Ave.,San Antonio,TX,https://databayou.com/usofa/colleges.html
SW School of Business and Technical Careers,272 Commerical St,Eagle Pass,TX,https://databayou.com/usofa/colleges.html
Texas College of Cosmetology-Abilene,117 Sayles Blvd.,Abilene,TX,https://databayou.com/usofa/colleges.html
Vista College-Online,"300 N. Coit Rd, Suite 300",Richardson,TX,https://databayou.com/usofa/colleges.html
Centura College-Newport News,616 Denbigh Blvd,Newport News,VA,https://databayou.com/usofa/colleges.html
Centura College-Norfolk,7020 North Military Highway,Norfolk,VA,https://databayou.com/usofa/colleges.html
Virginia Beach City Public Schools School of Practical Nursing,2925 N Landing Rd,Virginia Beach,VA,https://databayou.com/usofa/colleges.html
Northwest College of Art & Design,16301 Creative Dr NE,Poulsbo,WA,https://databayou.com/usofa/colleges.html
University of Washington-Bothell Campus,18115 Campus Way NE,Bothell,WA,https://databayou.com/usofa/colleges.html
University of Washington-Tacoma Campus,1900 Commerce St,Tacoma,WA,https://databayou.com/usofa/colleges.html
Valley College-Beckley,120 New River Town Center,Beckley,WV,https://databayou.com/usofa/colleges.html
Valley College-Martinsburg,287 Aikens Ctr Edwin Miller Blvd,Martinsburg,WV,https://databayou.com/usofa/colleges.html
Valley College-Princeton,617 Mercer Street,Princeton,WV,https://databayou.com/usofa/colleges.html
Bellus Academy-Poway,13266 Poway Rd,Poway,CA,https://databayou.com/usofa/colleges.html
Capstone College,1200 N. Fair Oaks Ave Suite 32,Pasadena,CA,https://databayou.com/usofa/colleges.html
Central Coast College,480 S Main Street,Salinas,CA,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Torrance,"2555 W. 190th Street, Suite 125",Torrance,CA,https://databayou.com/usofa/colleges.html
Pacific College of Oriental Medicine-San Diego,7445 Mission Valley Rd Ste 105,San Diego,CA,https://databayou.com/usofa/colleges.html
Artistic Nails and Beauty Academy-Tampa,4951-A Adamo Drive,Tampa,FL,https://databayou.com/usofa/colleges.html
National Aviation Academy of Tampa Bay,6225 Ulmerton Road,Clearwater,FL,https://databayou.com/usofa/colleges.html
Cain's Barber College Inc,365 E 51st St,Chicago,IL,https://databayou.com/usofa/colleges.html
Madison Oneida BOCES-Practical Nursing Program,4937 Spring Rd,Verona,NY,https://databayou.com/usofa/colleges.html
Astrodome Career Centers,2656 S Loop W Ste 380,Houston,TX,https://databayou.com/usofa/colleges.html
Center for Advanced Legal Studies,"800 W Sam Houston Parkway S, Suite 100",Houston,TX,https://databayou.com/usofa/colleges.html
Houston Training School-Main Campus,10314 I-10 East Fwy,Houston,TX,https://databayou.com/usofa/colleges.html
Remington College-Houston Campus,3110 Hayes Road Suite 380,Houston,TX,https://databayou.com/usofa/colleges.html
Bay Mills Community College,12214 W Lakeshore Dr,Brimley,MI,https://databayou.com/usofa/colleges.html
Fond du Lac Tribal and Community College,2101 14th St,Cloquet,MN,https://databayou.com/usofa/colleges.html
Northwest Indian College,2522 Kwina Rd,Bellingham,WA,https://databayou.com/usofa/colleges.html
Marinello Schools of Beauty-Provo,2230 N University Pkwy,Provo,UT,https://databayou.com/usofa/colleges.html
Provo College,1450 W 820 N,Provo,UT,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Provo,480 N 900 E,Provo,UT,https://databayou.com/usofa/colleges.html
University of Phoenix-Utah,5373 S. Green Street,Salt Lake City,UT,https://databayou.com/usofa/colleges.html
Utah College of Massage Therapy-Salt Lake City,25 South  300 East,Salt Lake City,UT,https://databayou.com/usofa/colleges.html
CET-Coachella,"49-111 Highway 111, Ste. 5",Coachella,CA,https://databayou.com/usofa/colleges.html
CET-Oxnard,761 South C St,Oxnard,CA,https://databayou.com/usofa/colleges.html
CET-Santa Maria,509 W Morrison Ave,Santa Maria,CA,https://databayou.com/usofa/colleges.html
CET-Rancho Temecula,27941 Jefferson Avenue,Temecula,CA,https://databayou.com/usofa/colleges.html
Colorado School of Traditional Chinese Medicine,1441 York St Ste 302,Denver,CO,https://databayou.com/usofa/colleges.html
Massage Therapy Institute of Colorado,1441 York St Ste 301,Denver,CO,https://databayou.com/usofa/colleges.html
Michigan College of Beauty-Troy,3498 Rochester Rd,Troy,MI,https://databayou.com/usofa/colleges.html
Ogle School Hair Skin Nails-Dallas,"6333 East Mockingbird Lane, Suite 201",Dallas,TX,https://databayou.com/usofa/colleges.html
Phoenix Seminary,4222 E Thomas Rd Ste 400,Phoenix,AZ,https://databayou.com/usofa/colleges.html
Faust Institute of Cosmetology-Spirit Lake,1543 18th Street,Spirit Lake,IA,https://databayou.com/usofa/colleges.html
Seattle Vocational Institute,2120 S Jackson,Seattle,WA,https://databayou.com/usofa/colleges.html
Baker College of Port Huron,3403 Lapeer Road,Port Huron,MI,https://databayou.com/usofa/colleges.html
Empire Beauty School-Hyannis,259 North Street,Hyannis,MA,https://databayou.com/usofa/colleges.html
Brookstone College-Greensboro,424 Gallimore Dairy Road,Greensboro,NC,https://databayou.com/usofa/colleges.html
Cheeks International Academy of Beauty Culture-Fort Collins,5010 Granite Street,Loveland,CO,https://databayou.com/usofa/colleges.html
Cheeks International Academy of Beauty Culture-Greeley,2547b 11th Ave,Greeley,CO,https://databayou.com/usofa/colleges.html
Colorado School of Healing Arts,7655 W Mississippi Ste 100,Lakewood,CO,https://databayou.com/usofa/colleges.html
Empire Beauty School-Arvada,6520 Wadsworth Blvd. #209,Arvada,CO,https://databayou.com/usofa/colleges.html
Westwood College-Aurora Campus,350 Blackhawk Street,Aurora,CO,https://databayou.com/usofa/colleges.html
Healing Arts Institute,4007 Automation Way,Fort Collins,CO,https://databayou.com/usofa/colleges.html
ITT Technical Institute-San Bernardino,670 E Carnegie Drive,San Bernardino,CA,https://databayou.com/usofa/colleges.html
Los Angeles ORT College-Van Nuys Campus,14519 W.Sylvan Street,Van Nuys,CA,https://databayou.com/usofa/colleges.html
University of Phoenix-Puerto Rico,Santander Tower at San Patricio B-7 Tabonuco St.,Guaynabo,PR,https://databayou.com/usofa/colleges.html
Mt. Diablo Adult Education-Mt. Diablo USD,Loma Vista Adult Center - 1266 San Carlos Avenue.,Concord,CA,https://databayou.com/usofa/colleges.html
Royale College of Beauty,27485 Commerce Center Dr,Temecula,CA,https://databayou.com/usofa/colleges.html
Westech College,9490 Sierra Avenue,Fontana,CA,https://databayou.com/usofa/colleges.html
Greater Lowell Technical School,250 Pawtucket Blvd,Tyngsboro,MA,https://databayou.com/usofa/colleges.html
Academy of Hair Design-Pearl,3167 Hwy 80 E,Pearl,MS,https://databayou.com/usofa/colleges.html
King's College,322 Lamar Avenue,Charlotte,NC,https://databayou.com/usofa/colleges.html
Miller-Motte Technical College-Clarksville,1820 Business Park Dr,Clarksville,TN,https://databayou.com/usofa/colleges.html
Genesis Career College-Lebanon,1505 Noah Court,Lebanon,TN,https://databayou.com/usofa/colleges.html
Brightwood College-Dallas,"12005 Ford Road, Suite 100",Dallas,TX,https://databayou.com/usofa/colleges.html
Star College of Cosmetology 2,520 E Front St,Tyler,TX,https://databayou.com/usofa/colleges.html
Southwest Collegiate Institute for the Deaf,3200 Ave C,Big Spring,TX,https://databayou.com/usofa/colleges.html
Fortis College-Richmond,"2000 Westmoreland Street, Suite A",Richmond,VA,https://databayou.com/usofa/colleges.html
Midwest College of Oriental Medicine-Racine,6232 Bankers Road,Racine,WI,https://databayou.com/usofa/colleges.html
Hacienda La Puente Adult Education,14101 E. Nelson Ave,La Puente,CA,https://databayou.com/usofa/colleges.html
La Belle Beauty Academy,7390 West Flagler Street,Miami,FL,https://databayou.com/usofa/colleges.html
Advanced Technical Centers,"5600  NW 36 Street, Suite 561",Miami,FL,https://databayou.com/usofa/colleges.html
Hawaii Community College,200 West Kawili Street,Hilo,HI,https://databayou.com/usofa/colleges.html
Regency Beauty Institute-Winston-Salem,588 Hanes Mall Blvd,Winston-Salem,NC,https://databayou.com/usofa/colleges.html
Robert Fiance Beauty Schools-North Plainfield,121 Watchung Ave,North Plainfield,NJ,https://databayou.com/usofa/colleges.html
Long Island Beauty School-Hauppauge,544 Rte 111,Hauppauge,NY,https://databayou.com/usofa/colleges.html
Buckeye Joint Vocational School,545 University Dr NE,New Philadelphia,OH,https://databayou.com/usofa/colleges.html
Sandusky Career Center,2130A Hayes Ave,Sandusky,OH,https://databayou.com/usofa/colleges.html
Greater Altoona Career & Technology Center,1500 Fourth Avenue,Altoona,PA,https://databayou.com/usofa/colleges.html
Northeastern Hospital School of Nursing,2301 E Allegheny Ave,Philadelphia,PA,https://databayou.com/usofa/colleges.html
Central Texas Beauty College-Temple,2010 South 57th Street,Temple,TX,https://databayou.com/usofa/colleges.html
Dance Theatre of Harlem Inc,466 W 152nd St,New York,NY,https://databayou.com/usofa/colleges.html
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,8685 Erie Rd,Angola,NY,https://databayou.com/usofa/colleges.html
