name,address,city,state,source_url
Empire Beauty School-Brooklyn,2384 86th St,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Houston Training School-Gulfgate,6630 Gulf Fwy,Houston,TX,https://databayou.com/usofa/colleges.html
Star Career Academy-Philadelphia,2371 Welsh Road,Philadelphia,PA,https://databayou.com/usofa/colleges.html
Antonelli College-Hattiesburg,1500 N 31st Ave,Hattiesburg,MS,https://databayou.com/usofa/colleges.html
Eastern New Mexico University-Ruidoso Campus,709 Mechem Dr,Ruidoso,NM,https://databayou.com/usofa/colleges.html
United Education Institute-Ontario,4730 Ontario Mills Parkway,Ontario,CA,https://databayou.com/usofa/colleges.html
United Education Institute-Encino,5445 Balboa Boulevard,Encino,CA,https://databayou.com/usofa/colleges.html
Beacon College,105 E Main St,Leesburg,FL,https://databayou.com/usofa/colleges.html
Acupuncture and Integrative Medicine College-Berkeley,2550 Shattuck Avenue,Berkeley,CA,https://databayou.com/usofa/colleges.html
Estrella Mountain Community College,3000 N Dysart Rd,Avondale,AZ,https://databayou.com/usofa/colleges.html
Heartland Community College,1500 West Raab Road,Normal,IL,https://databayou.com/usofa/colleges.html
University of the Potomac-Washington DC Campus,1401 H Street NW,Washington,DC,https://databayou.com/usofa/colleges.html
Rabbi Jacob Joseph School,One Plainfield Ave,Edison,NJ,https://databayou.com/usofa/colleges.html
Sanford-Brown Institute-Ft Lauderdale,1201 W. Cypress Creek Road,Fort Lauderdale,FL,https://databayou.com/usofa/colleges.html
The Salon Professional Academy-Melbourne,1700 W. New Haven Avenue - Ste 540A,Melbourne,FL,https://databayou.com/usofa/colleges.html
Fortis Institute-Scranton,517 Ash Street,Scranton,PA,https://databayou.com/usofa/colleges.html
Milan Institute of Cosmetology-Amarillo,2400 SE 27th Ave,Amarillo,TX,https://databayou.com/usofa/colleges.html
Everglades University,"5002 T-Rex Avenue, Suite 100",Boca Raton,FL,https://databayou.com/usofa/colleges.html
Seminar L'moros Bais Yaakov,4412-20 15th Ave,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Herzing University-Winter Park,1865 SR 436,Winter Park,FL,https://databayou.com/usofa/colleges.html
Emil Fries Piano Hospital and Training Center,2510 E Evergreen Blvd,Vancouver,WA,https://databayou.com/usofa/colleges.html
Fairview Beauty Academy,22610 Lorain Rd,Fairview Park,OH,https://databayou.com/usofa/colleges.html
Florida College of Natural Health-Pompano Beach,2001 W Sample Rd Ste 100,Pompano Beach,FL,https://databayou.com/usofa/colleges.html
National College-Nashville,1638 Bell Road,Nashville,TN,https://databayou.com/usofa/colleges.html
College of Biblical Studies-Houston,7000 Regency Square Blvd.,Houston,TX,https://databayou.com/usofa/colleges.html
Inner State Beauty School,5150 Mayfield Road,Lyndhurst,OH,https://databayou.com/usofa/colleges.html
Virginia College-Pensacola,19 W Garden St,Pensacola,FL,https://databayou.com/usofa/colleges.html
Mid-EastCTC-Adult Education,400 Richards Rd,Zanesville,OH,https://databayou.com/usofa/colleges.html
Everest University-South Orlando,9200 Soutpark Center Loop,Orlando,FL,https://databayou.com/usofa/colleges.html
Polaris Career Center,7285 Old Oak Blvd,Middleburg Heights,OH,https://databayou.com/usofa/colleges.html
P&A Scholars Beauty School,12001 Grandriver Avenue,Detroit,MI,https://databayou.com/usofa/colleges.html
Rensselaer BOCES-Practical Nursing Program,35 Colleen Road,Troy,NY,https://databayou.com/usofa/colleges.html
ASM Beauty World Academy,6423 Stirling Road,Davie,FL,https://databayou.com/usofa/colleges.html
The Salter School-Tewksbury Campus,515 Woburn Street,Tewksbury,MA,https://databayou.com/usofa/colleges.html
Sharps Academy of Hair Styling,8166 N Holly Rd,Grand Blanc,MI,https://databayou.com/usofa/colleges.html
College of Health Care Professions-Northwest,240 Northwest Mall,Houston,TX,https://databayou.com/usofa/colleges.html
"School of Professional Horticulture, New York Botanical Garden",2900 Southern Blvd.,Bronx,NY,https://databayou.com/usofa/colleges.html
Fortis College-Houston,1201 West Oaks Mall,Houston,TX,https://databayou.com/usofa/colleges.html
Volunteer Beauty Academy-Madison,1793 B Gallatin Pke N,Madison,TN,https://databayou.com/usofa/colleges.html
Watkins College of Art Design & Film,2298 Rosa L Parks Blvd,Nashville,TN,https://databayou.com/usofa/colleges.html
Chicago ORT Technical Institute,5440 Fargo Avenue,Skokie,IL,https://databayou.com/usofa/colleges.html
Alhambra Beauty College,200 W Main St,Alhambra,CA,https://databayou.com/usofa/colleges.html
UEI College-Gardena,661 West Redondo Beach Boulevard,Gardena,CA,https://databayou.com/usofa/colleges.html
Asian American International Beauty College,7871 Westminster Blvd,Westminster,CA,https://databayou.com/usofa/colleges.html
Avance Beauty College,750 Beyer Way Suite B-C-D-E,San Diego,CA,https://databayou.com/usofa/colleges.html
Colton-Redlands-Yucaipa Regional Occupational Program,1214 Indiana Ct,Redlands,CA,https://databayou.com/usofa/colleges.html
Copper Mountain Community College,6162 Rotary Way,Joshua Tree,CA,https://databayou.com/usofa/colleges.html
Diversified Vocational College,1670 Wilshire Blvd,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Bristol University,"2390 E. Orangewood Ave., Suite 485",Anaheim,CA,https://databayou.com/usofa/colleges.html
UEI College-Fresno,"3602 N. Blackstone, Suite 0268",Fresno,CA,https://databayou.com/usofa/colleges.html
Mt Sierra College,"800 Royal Oaks Drive, Suite 101",Monrovia,CA,https://databayou.com/usofa/colleges.html
Wyotech-Long Beach,2161 Technology Place,Long Beach,CA,https://databayou.com/usofa/colleges.html
Santiago Canyon College,8045 E Chapman,Orange,CA,https://databayou.com/usofa/colleges.html
Southern California Institute of Technology,525 N. Muller Street,Anaheim,CA,https://databayou.com/usofa/colleges.html
Soka University of America,1 University Drive,Aliso Viejo,CA,https://databayou.com/usofa/colleges.html
Summit College,851 S. Cooley Dr,Colton,CA,https://databayou.com/usofa/colleges.html
Advance Beauty College,10121 Westminster Ave,Garden Grove,CA,https://databayou.com/usofa/colleges.html
World Mission University,500 Shatto Pl Ste 600,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Yo San University of Traditional Chinese Medicine,13315 W. Washington Boulevard,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Coast Career Institute,1340 S Hill St,Los Angeles,CA,https://databayou.com/usofa/colleges.html
Cannella School of Hair Design-Blue Island,12943 S Western Ave,Blue Island,IL,https://databayou.com/usofa/colleges.html
John Amico School of Hair Design,15301 South Cicero Avenue,Oak Forest,IL,https://databayou.com/usofa/colleges.html
Delta College Inc,19231 N. 6th Street,Covington,LA,https://databayou.com/usofa/colleges.html
Colorado Technical University-Sioux Falls,3901 W 59th St,Sioux Falls,SD,https://databayou.com/usofa/colleges.html
Southwest University of Visual Arts-Albuquerque,5000 Marble NE,Albuquerque,NM,https://databayou.com/usofa/colleges.html
Tri-State Cosmetology Institute,1120 Vista de Oro,El Paso,TX,https://databayou.com/usofa/colleges.html
Widener University-Commonwealth Law School,3800 Vartan Way,Harrisburg,PA,https://databayou.com/usofa/colleges.html
Volunteer Beauty Academy-System Office,5338 Charlotte Ave.,Nashville,TN,https://databayou.com/usofa/colleges.html
Volunteer Beauty Academy-Nashville,5338 Charlotte Ave.,Nashville,TN,https://databayou.com/usofa/colleges.html
Frontier Community College,Frontier Drive,Fairfield,IL,https://databayou.com/usofa/colleges.html
Lincoln Trail College,11220 State Hwy 1,Robinson,IL,https://databayou.com/usofa/colleges.html
Wabash Valley College,2200 College Drive,Mount Carmel,IL,https://databayou.com/usofa/colleges.html
American Institute of Interior Design,"13014 N. Saguaro Blvd., Suite 206",Fountain Hills,AZ,https://databayou.com/usofa/colleges.html
Brookline College-Tempe,1140-1150 S. Priest Drive,Tempe,AZ,https://databayou.com/usofa/colleges.html
Baker College of Auburn Hills,1500 University Drive,Auburn Hills,MI,https://databayou.com/usofa/colleges.html
Baker College of Clinton Township,34950 Little Mack Ave,Clinton Township,MI,https://databayou.com/usofa/colleges.html
Inter American University of Puerto Rico-School of Optometry,500 John Will Harris Avenue,Bayamon,PR,https://databayou.com/usofa/colleges.html
Schiller International University,8560 Ulmerton Road,Largo,FL,https://databayou.com/usofa/colleges.html
Vatterott College-Springfield,3850 South Campbell,Springfield,MO,https://databayou.com/usofa/colleges.html
Vatterott College-Joplin,809 Illinois,Joplin,MO,https://databayou.com/usofa/colleges.html
Vatterott College-Kansas City,4131 N. Corrington Ave,Kansas City,MO,https://databayou.com/usofa/colleges.html
Coconino Community College,2800 S. Lone Tree Rd.,Flagstaff,AZ,https://databayou.com/usofa/colleges.html
University System of Maryland-Research Centers,3300 Metzerott Rd,Adelphi,MD,https://databayou.com/usofa/colleges.html
Sanford-Brown College-Houston,9999 Richmond Ave.,Houston,TX,https://databayou.com/usofa/colleges.html
Sanford-Brown Institute-Jacksonville,"10255 Fortune Parkway, Suite 501",Jacksonville,FL,https://databayou.com/usofa/colleges.html
Sanford-Brown College-Dallas,"1250 Mockingbird Lane, Suite 150",Dallas,TX,https://databayou.com/usofa/colleges.html
Baker College of Cadillac,9600 E 13th St,Cadillac,MI,https://databayou.com/usofa/colleges.html
Emma's Beauty Academy-Juana Diaz,101 Carr 592,Juana Diaz,PR,https://databayou.com/usofa/colleges.html
Franklin Academy,1605 Professional Park Drive NW,Cleveland,TN,https://databayou.com/usofa/colleges.html
Columbia Central University-Yauco,3 Betances St,Yauco,PR,https://databayou.com/usofa/colleges.html
Pima Medical Institute-Denver,7475 Dakin St Suite 100,Denver,CO,https://databayou.com/usofa/colleges.html
ASA College,81 Willoughby Street,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Ohio State School of Cosmetology-Westerville,5970 Westerville Rd,Westerville,OH,https://databayou.com/usofa/colleges.html
Nationwide Beauty Academy,5300 Westpointe Plz,Columbus,OH,https://databayou.com/usofa/colleges.html
Yeshivas Novominsk,1690 60th Street,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Southern Careers Institute-Corpus Christi,2422 Airline Road,Corpus Christi,TX,https://databayou.com/usofa/colleges.html
Kiamichi Technology Center-Stigler,1410 Old Military Road,Stigler,OK,https://databayou.com/usofa/colleges.html
Rabbinical College of Ohr Shimon Yisroel,215-217 Hewes St,Brooklyn,NY,https://databayou.com/usofa/colleges.html
Carroll Community College,1601 Washington Rd,Westminster,MD,https://databayou.com/usofa/colleges.html
University of Phoenix-New Mexico,5700 Pasadena NE,Albuquerque,NM,https://databayou.com/usofa/colleges.html
Galen College of Nursing-Tampa Bay,"11101 Roosevelt Boulevard N., Suite 100",Saint Petersburg,FL,https://databayou.com/usofa/colleges.html
Galen College of Nursing-San Antonio,"7411 John Smith Drive, Suite 300",San Antonio,TX,https://databayou.com/usofa/colleges.html
Sarasota School of Massage Therapy,5899 Whitfield Ave Suite 300,Sarasota,FL,https://databayou.com/usofa/colleges.html
Westwood College-Dupage,7155 Janes Avenue,Woodridge,IL,https://databayou.com/usofa/colleges.html
Wright Career College,10700 Metcalf Ave,Overland Park,KS,https://databayou.com/usofa/colleges.html
Daymar College-Louisville,4112 Fern Valley Road,Louisville,KY,https://databayou.com/usofa/colleges.html
Schuyler Steuben Chemung Tioga Allegany BOCES,459 Philo Road,Elmira,NY,https://databayou.com/usofa/colleges.html
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,6678 County Rd 32,Norwich,NY,https://databayou.com/usofa/colleges.html
DCI Career Institute,366 Beaver Valley Mall,Monaca,PA,https://databayou.com/usofa/colleges.html
Central Susquehanna Intermediate Unit LPN Career,1339 Saint Mary Street Suite 2,Lewisburg,PA,https://databayou.com/usofa/colleges.html
Myotherapy College of Utah,336 W Bugatti Drive,Salt Lake City,UT,https://databayou.com/usofa/colleges.html
Graham Webb International Academy of Hair,"1621 N. Kent St, Suite 1617 Ll Rosslyn Plaza",Arlington,VA,https://databayou.com/usofa/colleges.html
City College-Gainesville,7001 N.W. 4th Blvd.,Gainesville,FL,https://databayou.com/usofa/colleges.html
Arizona State University-West,4701 W Thunderbird Road,Glendale,AZ,https://databayou.com/usofa/colleges.html
Connecticut Center for Massage Therapy-Westport,25 Sylvan Rd South,Westport,CT,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Jacksonville,"7011 A.C. Skinner Pkwy, Suite 140",Jacksonville,FL,https://databayou.com/usofa/colleges.html
G Skin & Beauty Institute,1200 Harger Road,Oakbrook,IL,https://databayou.com/usofa/colleges.html
Cosmetology Training Center,2516 Johnston Street,Lafayette,LA,https://databayou.com/usofa/colleges.html
Stage One-The Hair School,209 W College St,Lake Charles,LA,https://databayou.com/usofa/colleges.html
Empire Beauty School-Malden,347 Pleasant St,Malden,MA,https://databayou.com/usofa/colleges.html
Minnesota School of Business-Brooklyn Center,5910 Shingle Creek Pky,Brooklyn Center,MN,https://databayou.com/usofa/colleges.html
ITT Technical Institute-Omaha,"1120 North 103rd Plaza,Suite 200",Omaha,NE,https://databayou.com/usofa/colleges.html
Omaha School of Massage and Healthcare of Herzing University,9748 Park Dr,Omaha,NE,https://databayou.com/usofa/colleges.html
Xenon International Academy-Omaha,8516 Park Drive,Omaha,NE,https://databayou.com/usofa/colleges.html
Capri Institute of Hair Design-Brick,268 Brick Blvd,Brick,NJ,https://databayou.com/usofa/colleges.html
Capri Institute of Hair Design-Kenilworth,660 N Michigan Ave,Kenilworth,NJ,https://databayou.com/usofa/colleges.html
Capri Institute of Hair Design-Paramus,615 Winters Ave,Paramus,NJ,https://databayou.com/usofa/colleges.html
Orlo School of Hair Design and Cosmetology,232 North Allen St,Albany,NY,https://databayou.com/usofa/colleges.html
Delaware Area Career Center,4565 Columbus Pike,Delaware,OH,https://databayou.com/usofa/colleges.html
Eastland-Fairfield Career and Technical Schools,4300 Amalgamated Pl,Groveport,OH,https://databayou.com/usofa/colleges.html
Empire Beauty School-Cincinnati,8419 Colerain Ave,Cincinnati,OH,https://databayou.com/usofa/colleges.html
Mahoning County Career and Technical Center,7300 N Palmyra Rd,Canfield,OH,https://databayou.com/usofa/colleges.html
Pickaway Ross Joint Vocational School District,895 Crouse Chapel Rd,Chillicothe,OH,https://databayou.com/usofa/colleges.html
Pioneer Career and Technology Center,27 Ryan Rd,Shelby,OH,https://databayou.com/usofa/colleges.html
Raphael's School of Beauty Culture Inc-Boardman,615 Boardman-Canfield Rd,Boardman,OH,https://databayou.com/usofa/colleges.html
Scioto County Career Technical Center,951 Vern Riffe Drive,Lucasville,OH,https://databayou.com/usofa/colleges.html
Trumbull Career & Technical Center,528 Educational Highway,Warren,OH,https://databayou.com/usofa/colleges.html
Northwest Technology Center-Fairview,801 Vo Tech Dr,Fairview,OK,https://databayou.com/usofa/colleges.html
Pacific Bible College,409 N Front St,Medford,OR,https://databayou.com/usofa/colleges.html
Lake Erie College of Osteopathic Medicine,1858 W Grandview Blvd,Erie,PA,https://databayou.com/usofa/colleges.html
University of Cosmetology Arts & Sciences-Harlingen,913 N 13th St,Harlingen,TX,https://databayou.com/usofa/colleges.html
Gene Juarez Academy of Beauty-Federal Way,2222 So. 314 St,Federal Way,WA,https://databayou.com/usofa/colleges.html
Empire Beauty School-Appleton,525 N Westhill Blvd,Appleton,WI,https://databayou.com/usofa/colleges.html
Empire Beauty School-Green Bay,940 Hansen Road,Ashwaubenon,WI,https://databayou.com/usofa/colleges.html
Warren County Career Center,3525 North State Route 48,Lebanon,OH,https://databayou.com/usofa/colleges.html
Brown Mackie College-Fort Wayne,"3000 E.Coliseum Blvd., Suite 100",Fort Wayne,IN,https://databayou.com/usofa/colleges.html
Paul Mitchell the School-Wichita,3242 N. Rock Road Suite 106,Wichita,KS,https://databayou.com/usofa/colleges.html
Pinnacle Institute of Cosmetology,461 East Plaza Drive,Mooresville,NC,https://databayou.com/usofa/colleges.html
Career Training Academy-Monroeville,4314 Old William Penn Highway,Monroeville,PA,https://databayou.com/usofa/colleges.html
